nested_id,nested_url,source_candidate_id,file_extension,score,reasons,download_attempted,success,download_status,http_status,content_type,content_length,classification,validation_message,size_bytes,sha256,output_file,error,started_utc,finished_utc
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0004,https://opendata.cern.ch/api/records/80509,CERN_OPENDATA_API_DELPHI_085,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,6545,d576dba6b56d06d8f393376b82729665ee6a2a074ccf7f21135a412b2306d32a,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0004__80509.dat,,2026-06-03T21:49:56+00:00,2026-06-03T21:49:57+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0004,https://opendata.cern.ch/api/records/85171,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,8677,b9f429a36eabdddb6b75882ac65eb8b892633fe06b1c9daac6aa62050c4cf07e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0004__85171.dat,,2026-06-03T21:49:58+00:00,2026-06-03T21:49:58+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0004,https://opendata.cern.ch/api/records/87861,CERN_OPENDATA_API_DELPHI_100,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,7696,76b426a595fe5d16c16c57d647ddd5002fe15622aa3b3c51a9429fa8417f7f1e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0004__87861.dat,,2026-06-03T21:49:59+00:00,2026-06-03T21:50:00+00:00
NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0004,https://opendata.cern.ch/api/records/88627,CERN_OPENDATA_API_DELPHI_095,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,5724,9e819bbb347f59e4de5134721736fdb360ca1bbfe679946c22bf2e081076ccf0,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0004__88627.dat,,2026-06-03T21:50:01+00:00,2026-06-03T21:50:01+00:00
NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0004,https://opendata.cern.ch/api/records/91776,CERN_OPENDATA_API_DELPHI_108,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,44967,9cc63dcf53efc1d34078dacb2af45811abb001800b56764f43d7bc6b86e9031b,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0004__91776.dat,,2026-06-03T21:50:02+00:00,2026-06-03T21:50:03+00:00
NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0004,https://opendata.cern.ch/api/records/91778,CERN_OPENDATA_API_DELPHI_103,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,23895,6e11021d62aa7d93e0b03d0571d3b8d5fc49175ec769e43a31b6839431c5359e,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0004__91778.dat,,2026-06-03T21:50:04+00:00,2026-06-03T21:50:05+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0032,https://opendata.cern.ch/record/80502,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:06+00:00,2026-06-03T21:50:07+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0026,https://opendata.cern.ch/record/80503,CERN_OPENDATA_API_DELPHI_100,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:07+00:00,2026-06-03T21:50:08+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0034,https://opendata.cern.ch/record/80505,CERN_OPENDATA_API_DELPHI_090,,6,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,True,False,failed_or_blocked,200,,,not_downloaded,blocked_page_content_type:text/html; charset=utf-8,0,,,blocked_page_content_type:text/html; charset=utf-8,2026-06-03T21:50:09+00:00,2026-06-03T21:50:09+00:00
NESTED_CERN_OPENDATA_API_DELPHI_001__about-delphi_0006,https://opendata.cern.ch/records/docs-v1.0.0.json,CERN_OPENDATA_API_DELPHI_001,.json,6,data_extension;data_hint;delphi_context;page_or_document_hint;cern_opendata_url,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T21:50:10+00:00,2026-06-03T21:50:11+00:00
