nested_id,source_download_file,source_candidate_id,source_data_url,nested_url,file_extension,score,decision,reasons,detected_event_count_in_source,context_preview,created_utc
NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_095__88627.dat,CERN_OPENDATA_API_DELPHI_095,https://opendata.cern.ch/api/records/88627,https://opendata.cern.ch/api/files/3f9c4fc5-eb12-4e4f-9b79-b1321bfe40c0,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_081__80501.dat,CERN_OPENDATA_API_DELPHI_081,https://opendata.cern.ch/api/records/80501,https://opendata.cern.ch/api/files/4115cda7-50ba-46e4-a1ef-323d0f4e4414,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_108__91776.dat,CERN_OPENDATA_API_DELPHI_108,https://opendata.cern.ch/api/records/91776,https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_100__87861.dat,CERN_OPENDATA_API_DELPHI_100,https://opendata.cern.ch/api/records/87861,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_103__91778.dat,CERN_OPENDATA_API_DELPHI_103,https://opendata.cern.ch/api/records/91778,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_083__80050.dat,CERN_OPENDATA_API_DELPHI_083,https://opendata.cern.ch/api/records/80050,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_085__80509.dat,CERN_OPENDATA_API_DELPHI_085,https://opendata.cern.ch/api/records/80509,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_090__85171.dat,CERN_OPENDATA_API_DELPHI_090,https://opendata.cern.ch/api/records/85171,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.bucket,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_083__80050.dat,CERN_OPENDATA_API_DELPHI_083,https://opendata.cern.ch/api/records/80050,https://opendata.cern.ch/api/records/80050,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_081__80501_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_081__80501.dat,CERN_OPENDATA_API_DELPHI_081,https://opendata.cern.ch/api/records/80501,https://opendata.cern.ch/api/records/80501,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_085__80509.dat,CERN_OPENDATA_API_DELPHI_085,https://opendata.cern.ch/api/records/80509,https://opendata.cern.ch/api/records/80509,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_090__85171.dat,CERN_OPENDATA_API_DELPHI_090,https://opendata.cern.ch/api/records/85171,https://opendata.cern.ch/api/records/85171,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_100__87861.dat,CERN_OPENDATA_API_DELPHI_100,https://opendata.cern.ch/api/records/87861,https://opendata.cern.ch/api/records/87861,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_095__88627_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_095__88627.dat,CERN_OPENDATA_API_DELPHI_095,https://opendata.cern.ch/api/records/88627,https://opendata.cern.ch/api/records/88627,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_108__91776.dat,CERN_OPENDATA_API_DELPHI_108,https://opendata.cern.ch/api/records/91776,https://opendata.cern.ch/api/records/91776,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0004,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_103__91778.dat,CERN_OPENDATA_API_DELPHI_103,https://opendata.cern.ch/api/records/91778,https://opendata.cern.ch/api/records/91778,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.links.self,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0032,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_090__85171.dat,CERN_OPENDATA_API_DELPHI_090,https://opendata.cern.ch/api/records/85171,https://opendata.cern.ch/record/80502,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.metadata.usage.links[1].url,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0026,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_100__87861.dat,CERN_OPENDATA_API_DELPHI_100,https://opendata.cern.ch/api/records/87861,https://opendata.cern.ch/record/80503,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.metadata.usage.links[0].url,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0034,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_090__85171.dat,CERN_OPENDATA_API_DELPHI_090,https://opendata.cern.ch/api/records/85171,https://opendata.cern.ch/record/80505,,6,shortlist_nested_download_target,extensionless_possible_api_or_bucket;data_hint;delphi_context;cern_opendata_url,,json.metadata.usage.links[2].url,2026-06-03T20:55:36+00:00
NESTED_CERN_OPENDATA_API_DELPHI_001__about-delphi_0006,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\event_raw_shortlist_downloads\CERN_OPENDATA_API_DELPHI_001__about-delphi.dat,CERN_OPENDATA_API_DELPHI_001,https://opendata.cern.ch/api/docs/about-delphi,https://opendata.cern.ch/records/docs-v1.0.0.json,.json,6,shortlist_nested_download_target,data_extension;data_hint;delphi_context;page_or_document_hint;cern_opendata_url,,json.metadata.$schema http://opendata.cern.ch/schema/records/docs-v1.0.0.json,2026-06-03T20:55:36+00:00
