candidate_id,source_file,source_nested_id,json_path,candidate_url,file_extension,score,decision,reasons,detected_event_count_in_source,context_preview,created_utc
META_379211229805,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001__43588201-288b-4fc8-8266-859d27b8b7bb.dat,NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001,json.links,https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb"", ""versions"": ""https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb?uploads""}",2026-06-03T22:50:49+00:00
META_258500285886,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001__5f0bb09b-d854-4814-bb66-535f10771f80.dat,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80"", ""versions"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?uploads""}",2026-06-03T22:50:49+00:00
META_350278408625,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001__5f0bb09b-d854-4814-bb66-535f10771f80.dat,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?uploads,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80"", ""versions"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?uploads""}",2026-06-03T22:50:49+00:00
META_842353545348,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001__5f0bb09b-d854-4814-bb66-535f10771f80.dat,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80"", ""versions"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?uploads""}",2026-06-03T22:50:49+00:00
META_070966733019,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc"", ""versions"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?uploads""}",2026-06-03T22:50:49+00:00
META_821430887707,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?uploads,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc"", ""versions"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?uploads""}",2026-06-03T22:50:49+00:00
META_524927740090,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc"", ""versions"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?uploads""}",2026-06-03T22:50:49+00:00
META_228897849227,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001__ae555038-b310-4168-818e-8581fe1d572f.dat,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f"", ""versions"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?uploads""}",2026-06-03T22:50:49+00:00
META_605530414722,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001__ae555038-b310-4168-818e-8581fe1d572f.dat,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?uploads,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f"", ""versions"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?uploads""}",2026-06-03T22:50:49+00:00
META_245777663322,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001__ae555038-b310-4168-818e-8581fe1d572f.dat,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f"", ""versions"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?uploads""}",2026-06-03T22:50:49+00:00
META_735381499979,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932"", ""versions"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?uploads""}",2026-06-03T22:50:49+00:00
META_432886450594,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?uploads,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932"", ""versions"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?uploads""}",2026-06-03T22:50:49+00:00
META_479653724507,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932"", ""versions"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?uploads""}",2026-06-03T22:50:49+00:00
META_865775304670,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9"", ""versions"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?uploads""}",2026-06-03T22:50:49+00:00
META_808449485149,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?uploads,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9"", ""versions"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?uploads""}",2026-06-03T22:50:49+00:00
META_619330741149,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?versions,,10,shortlist_event_file_candidate,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9"", ""versions"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?versions"", ""uploads"": ""https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?uploads""}",2026-06-03T22:50:49+00:00
META_174638866639,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?versionId=043d0227-8d54-4c7a-b5db-e695c4859c03"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?uploads""}",2026-06-03T22:50:49+00:00
META_714763861291,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?versionId=043d0227-8d54-4c7a-b5db-e695c4859c03"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?uploads""}",2026-06-03T22:50:49+00:00
META_440590586222,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?versionId=043d0227-8d54-4c7a-b5db-e695c4859c03,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?versionId=043d0227-8d54-4c7a-b5db-e695c4859c03"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?uploads""}",2026-06-03T22:50:49+00:00
META_257505219060,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?versionId=5e67924f-112e-4e80-914b-a7a0c5c29294"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?uploads""}",2026-06-03T22:50:49+00:00
