candidate_id,candidate_url,source_nested_id,json_path,file_extension,score,reasons,download_attempted,success,download_status,http_status,content_type,content_length,classification,validation_message,size_bytes,sha256,output_file,error,started_utc,finished_utc
META_590842632215,https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb?uploads,NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_590842632215__43588201-288b-4fc8-8266-859d27b8b7bb.dat,,2026-06-03T23:11:23+00:00,2026-06-03T23:11:24+00:00
META_379211229805,https://opendata.cern.ch/api/files/43588201-288b-4fc8-8266-859d27b8b7bb?versions,NESTED_CERN_OPENDATA_API_DELPHI_108__91776_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,46384,3b93c9da9579dbd17a20097b8d2a9d0992aae9da27aeb53023c36c1de74f2469,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_379211229805__43588201-288b-4fc8-8266-859d27b8b7bb.dat,,2026-06-03T23:11:25+00:00,2026-06-03T23:11:26+00:00
META_258500285886,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,6508,b8e69f5f27562ab3bb2f36e8ad55c621cfdfa40bfb946c854aa05e812e2431f1,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_258500285886__5f0bb09b-d854-4814-bb66-535f10771f80.dat,,2026-06-03T23:11:26+00:00,2026-06-03T23:11:27+00:00
META_350278408625,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?uploads,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_350278408625__5f0bb09b-d854-4814-bb66-535f10771f80.dat,,2026-06-03T23:11:28+00:00,2026-06-03T23:11:29+00:00
META_842353545348,https://opendata.cern.ch/api/files/5f0bb09b-d854-4814-bb66-535f10771f80?versions,NESTED_CERN_OPENDATA_API_DELPHI_100__87861_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,6508,b8e69f5f27562ab3bb2f36e8ad55c621cfdfa40bfb946c854aa05e812e2431f1,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_842353545348__5f0bb09b-d854-4814-bb66-535f10771f80.dat,,2026-06-03T23:11:29+00:00,2026-06-03T23:11:30+00:00
META_070966733019,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,24017,57188f8b742e7a2e71c7738ee958f0db15179198b7d7a68f637eca43fb080121,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_070966733019__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,,2026-06-03T23:11:31+00:00,2026-06-03T23:11:32+00:00
META_821430887707,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?uploads,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_821430887707__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,,2026-06-03T23:11:33+00:00,2026-06-03T23:11:33+00:00
META_524927740090,https://opendata.cern.ch/api/files/7031d1de-a1fb-4e09-bc72-16ac523554dc?versions,NESTED_CERN_OPENDATA_API_DELPHI_103__91778_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,24017,57188f8b742e7a2e71c7738ee958f0db15179198b7d7a68f637eca43fb080121,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_524927740090__7031d1de-a1fb-4e09-bc72-16ac523554dc.dat,,2026-06-03T23:11:34+00:00,2026-06-03T23:11:35+00:00
META_228897849227,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,477,d215114ed10af23d7b52a3b0edb531f19d3a74642e366d8d015172302a0c6b87,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_228897849227__ae555038-b310-4168-818e-8581fe1d572f.dat,,2026-06-03T23:11:36+00:00,2026-06-03T23:11:36+00:00
META_605530414722,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?uploads,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_605530414722__ae555038-b310-4168-818e-8581fe1d572f.dat,,2026-06-03T23:11:37+00:00,2026-06-03T23:11:38+00:00
META_245777663322,https://opendata.cern.ch/api/files/ae555038-b310-4168-818e-8581fe1d572f?versions,NESTED_CERN_OPENDATA_API_DELPHI_083__80050_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,477,d215114ed10af23d7b52a3b0edb531f19d3a74642e366d8d015172302a0c6b87,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_245777663322__ae555038-b310-4168-818e-8581fe1d572f.dat,,2026-06-03T23:11:39+00:00,2026-06-03T23:11:39+00:00
META_735381499979,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,4885,77a88d657cc362cbf8c54907674a52eea5129e97d68e5158d5d36a33d15bad38,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_735381499979__e398a139-5c13-4145-afa1-b50846654932.dat,,2026-06-03T23:11:40+00:00,2026-06-03T23:11:41+00:00
META_432886450594,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_432886450594__e398a139-5c13-4145-afa1-b50846654932.dat,,2026-06-03T23:11:42+00:00,2026-06-03T23:11:42+00:00
META_479653724507,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932?versions,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,4885,77a88d657cc362cbf8c54907674a52eea5129e97d68e5158d5d36a33d15bad38,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_479653724507__e398a139-5c13-4145-afa1-b50846654932.dat,,2026-06-03T23:11:43+00:00,2026-06-03T23:11:44+00:00
META_865775304670,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,7403,5aff2495b7c4466ab7a1fe5f63fab38fd4409438cd0d5f5a3281590b0310e7eb,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_865775304670__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,,2026-06-03T23:11:45+00:00,2026-06-03T23:11:45+00:00
META_808449485149,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?uploads,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_808449485149__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,,2026-06-03T23:11:46+00:00,2026-06-03T23:11:47+00:00
META_619330741149,https://opendata.cern.ch/api/files/fed43da1-7e95-4d51-b268-d5915d7809d9?versions,NESTED_CERN_OPENDATA_API_DELPHI_090__85171_0001,json.links,,10,extensionless_api_or_record;event_or_dst_hint;cern_api_files_endpoint,True,True,downloaded,200,,,small_dat_or_metadata_candidate,content_type_allowed_or_unknown:application/json,7403,5aff2495b7c4466ab7a1fe5f63fab38fd4409438cd0d5f5a3281590b0310e7eb,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\metadata_event_file_downloads\META_619330741149__fed43da1-7e95-4d51-b268-d5915d7809d9.dat,,2026-06-03T23:11:48+00:00,2026-06-03T23:11:48+00:00
META_174638866639,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:49+00:00,2026-06-03T23:11:50+00:00
META_714763861291,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:50+00:00,2026-06-03T23:11:51+00:00
META_440590586222,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBcalb.dat?versionId=043d0227-8d54-4c7a-b5db-e695c4859c03,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[0].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:52+00:00,2026-06-03T23:11:53+00:00
META_257505219060,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:53+00:00,2026-06-03T23:11:54+00:00
META_989642664462,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:55+00:00,2026-06-03T23:11:56+00:00
META_425707954883,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?versionId=5e67924f-112e-4e80-914b-a7a0c5c29294,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:56+00:00,2026-06-03T23:11:57+00:00
META_628475089163,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:58+00:00,2026-06-03T23:11:59+00:00
META_475141159445,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:11:59+00:00,2026-06-03T23:12:00+00:00
META_821194792163,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?versionId=0e88b88c-b910-4799-84d6-77ca034bdf63,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:01+00:00,2026-06-03T23:12:02+00:00
META_730207565525,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:02+00:00,2026-06-03T23:12:03+00:00
META_508084997634,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:04+00:00,2026-06-03T23:12:05+00:00
META_816575910096,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?versionId=aba9e856-a07c-45f3-94ea-cd1c2578b72d,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:05+00:00,2026-06-03T23:12:06+00:00
META_516384708148,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:07+00:00,2026-06-03T23:12:08+00:00
META_249164633163,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:09+00:00,2026-06-03T23:12:09+00:00
META_459901350024,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?versionId=08374a60-d071-4533-b3e5-437176ebc8a6,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:10+00:00,2026-06-03T23:12:11+00:00
META_251664509216,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:12+00:00,2026-06-03T23:12:12+00:00
META_626899844203,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?uploads,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:13+00:00,2026-06-03T23:12:14+00:00
META_142869397078,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?versionId=9e6b1383-4ec9-4803-b13f-16d7515d27ff,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,.dat,9,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,True,False,failed_or_blocked,404,,,not_downloaded,,0,,,HTTPError 404: NOT FOUND,2026-06-03T23:12:15+00:00,2026-06-03T23:12:15+00:00
