source_id,mc_id_1,mc_id_2,mc_id_3,mc_id_4,particle_name_raw,particle_name_norm,mass_GeV_c2,mass_MeV_c2,mass_pos_error_GeV_c2,mass_pos_error_MeV_c2,mass_neg_error_GeV_c2,mass_neg_error_MeV_c2,width_GeV,width_MeV,width_pos_error_GeV,width_pos_error_MeV,width_neg_error_GeV,width_neg_error_MeV,unit_assumption,raw_line,cleaned_utc
PDG_MASS_WIDTH_2025,9010443,,,,psi(4160) 0,psi(4160) 0,4.191,4191,0.005,5,-0.005,-5,0.069,69,0.01,10,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9010443                          4.191E+00         +5.0E-03 -5.0E-03  6.9E-02           +1.0E-02 -1.0E-02 psi(4160)           0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9020443,,,,psi(4415) 0,psi(4415) 0,4.415,4415,0.005,5,-0.005,-5,0.11,110,0.013,13,-0.013,-13,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9020443                          4.415E+00         +5.0E-03 -5.0E-03  1.10E-01          +1.3E-02 -1.3E-02 psi(4415)           0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,551,,,,eta(b)(1S) 0,eta(b)(1s) 0,9.3987,9398.7,0.002,2,-0.002,-2,0.01,10,0.005,5,-0.004,-4,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,551                          9.3987E+00        +2.0E-03 -2.0E-03  1.0E-02           +5.0E-03 -4.0E-03 eta(b)(1S)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,553,,,,Upsilon(1S) 0,upsilon(1s) 0,9.4604,9460.4,0.0001,0.1,-0.0001,-0.1,5.4e-05,0.054,1.3e-06,0.0013,-1.3e-06,-0.0013,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,553                          9.46040E+00       +1.0E-04 -1.0E-04  5.40E-05          +1.3E-06 -1.3E-06 Upsilon(1S)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10551,,,,chi(b0)(1P) 0,chi(b0)(1p) 0,9.8594,9859.4,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10551                          9.8594E+00        +5.0E-04 -5.0E-04                                      chi(b0)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20553,,,,chi(b1)(1P) 0,chi(b1)(1p) 0,9.8928,9892.8,0.0004,0.4,-0.0004,-0.4,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,20553                          9.8928E+00        +4.0E-04 -4.0E-04                                      chi(b1)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10553,,,,h(b)(1P) 0,h(b)(1p) 0,9.8993,9899.3,0.0008,0.8,-0.0008,-0.8,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10553                          9.8993E+00        +8.0E-04 -8.0E-04                                      h(b)(1P)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,555,,,,chi(b2)(1P) 0,chi(b2)(1p) 0,9.9122,9912.2,0.0004,0.4,-0.0004,-0.4,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,555                          9.9122E+00        +4.0E-04 -4.0E-04                                      chi(b2)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100553,,,,Upsilon(2S) 0,upsilon(2s) 0,10.0234,10023.4,0.0005,0.5,-0.0005,-0.5,3.2e-05,0.032,2.6e-06,0.0026,-2.6e-06,-0.0026,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,100553                          1.00234E+01       +5.0E-04 -5.0E-04  3.20E-05          +2.6E-06 -2.6E-06 Upsilon(2S)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20555,,,,Upsilon(2)(1D) 0,upsilon(2)(1d) 0,10.1637,10163.7,0.0014,1.4,-0.0014,-1.4,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,20555                          1.01637E+01       +1.4E-03 -1.4E-03                                      Upsilon(2)(1D)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,110551,,,,chi(b0)(2P) 0,chi(b0)(2p) 0,10.2325,10232.5,0.0006,0.6,-0.0006,-0.6,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,110551                          1.02325E+01       +6.0E-04 -6.0E-04                                      chi(b0)(2P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,120553,,,,chi(b1)(2P) 0,chi(b1)(2p) 0,10.2555,10255.5,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,120553                          1.02555E+01       +5.0E-04 -5.0E-04                                      chi(b1)(2P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,110553,,,,h(b)(2P) 0,h(b)(2p) 0,10.2598,10259.8,0.0012,1.2,-0.0012,-1.2,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,110553                          1.02598E+01       +1.2E-03 -1.2E-03                                      h(b)(2P)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100555,,,,chi(b2)(2P) 0,chi(b2)(2p) 0,10.2686,10268.6,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,100555                          1.02686E+01       +5.0E-04 -5.0E-04                                      chi(b2)(2P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,200553,,,,Upsilon(3S) 0,upsilon(3s) 0,10.3551,10355.1,0.0005,0.5,-0.0005,-0.5,2.03e-05,0.0203,1.9e-06,0.0019,-1.9e-06,-0.0019,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,200553                          1.03551E+01       +5.0E-04 -5.0E-04  2.03E-05          +1.9E-06 -1.9E-06 Upsilon(3S)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,220553,,,,chi(b1)(3P) 0,chi(b1)(3p) 0,10.5134,10513.4,0.0007,0.7,-0.0007,-0.7,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,220553                          1.05134E+01       +7.0E-04 -7.0E-04                                      chi(b1)(3P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,200555,,,,chi(b2)(3P) 0,chi(b2)(3p) 0,10.524,10524,0.0008,0.8,-0.0008,-0.8,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,200555                          1.05240E+01       +8.0E-04 -8.0E-04                                      chi(b2)(3P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,300553,,,,Upsilon(4S) 0,upsilon(4s) 0,10.5794,10579.4,0.0012,1.2,-0.0012,-1.2,0.0205,20.5,0.0025,2.5,-0.0025,-2.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,300553                          1.05794E+01       +1.2E-03 -1.2E-03  2.05E-02          +2.5E-03 -2.5E-03 Upsilon(4S)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9000553,,,,Upsilon(10860) 0,upsilon(10860) 0,10.8852,10885.2,0.0026,2.6,-0.0016,-1.6,0.037,37,0.004,4,-0.004,-4,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9000553                          1.08852E+01       +2.6E-03 -1.6E-03  3.7E-02           +4.0E-03 -4.0E-03 Upsilon(10860)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9010553,,,,Upsilon(11020) 0,upsilon(11020) 0,11,11000,0.004,4,-0.004,-4,0.024,24,0.008,8,-0.006,-6,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9010553                          1.1000E+01        +4.0E-03 -4.0E-03  2.4E-02           +8.0E-03 -6.0E-03 Upsilon(11020)      0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,2212,,,,p +,p +,0.93827208816,938.27208816,2.9e-10,2.9e-07,-2.9e-10,-2.9e-07,0,0,0,0,-0,-0,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,2212                          9.3827208816E-01  +2.9E-10 -2.9E-10  0.E+00            +0.0E+00 -0.0E+00 p                   +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,2112,,,,n 0,n 0,0.9395654205,939.5654205,5e-10,5e-07,-5e-10,-5e-07,7.493e-28,7.493e-25,4e-31,4e-28,-4e-31,-4e-28,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,2112                          9.395654205E-01   +5.0E-10 -5.0E-10  7.493E-28         +4.0E-31 -4.0E-31 n                   0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,12112,12212,,,"N(1440) 0,+","n(1440) 0,+",1.44,1440,0.03,30,-0.03,-30,0.35,350,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"12112   12212                  1.440E+00         +3.0E-02 -3.0E-02  3.5E-01           +1.0E-01 -1.0E-01 N(1440)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1214,2124,,,"N(1520) 0,+","n(1520) 0,+",1.515,1515,0.005,5,-0.005,-5,0.11,110,0.01,10,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1214    2124                  1.515E+00         +5.0E-03 -5.0E-03  1.10E-01          +1.0E-02 -1.0E-02 N(1520)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,22112,22212,,,"N(1535) 0,+","n(1535) 0,+",1.53,1530,0.015,15,-0.015,-15,0.15,150,0.025,25,-0.025,-25,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"22112   22212                  1.530E+00         +1.5E-02 -1.5E-02  1.50E-01          +2.5E-02 -2.5E-02 N(1535)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,32112,32212,,,"N(1650) 0,+","n(1650) 0,+",1.65,1650,0.015,15,-0.015,-15,0.125,125,0.025,25,-0.025,-25,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"32112   32212                  1.650E+00         +1.5E-02 -1.5E-02  1.25E-01          +2.5E-02 -2.5E-02 N(1650)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,2116,2216,,,"N(1675) 0,+","n(1675) 0,+",1.675,1675,0.005,5,-0.01,-10,0.145,145,0.015,15,-0.015,-15,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"2116    2216                  1.675E+00         +5.0E-03 -1.0E-02  1.45E-01          +1.5E-02 -1.5E-02 N(1675)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,12116,12216,,,"N(1680) 0,+","n(1680) 0,+",1.685,1685,0.005,5,-0.005,-5,0.12,120,0.01,10,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"12116   12216                  1.685E+00         +5.0E-03 -5.0E-03  1.20E-01          +1.0E-02 -5.0E-03 N(1680)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,21214,22124,,,"N(1700) 0,+","n(1700) 0,+",1.72,1720,0.08,80,-0.07,-70,0.2,200,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"21214   22124                  1.72E+00          +8.0E-02 -7.0E-02  2.0E-01           +1.0E-01 -1.0E-01 N(1700)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,42112,42212,,,"N(1710) 0,+","n(1710) 0,+",1.71,1710,0.03,30,-0.03,-30,0.14,140,0.06,60,-0.06,-60,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"42112   42212                  1.710E+00         +3.0E-02 -3.0E-02  1.4E-01           +6.0E-02 -6.0E-02 N(1710)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,31214,32124,,,"N(1720) 0,+","n(1720) 0,+",1.72,1720,0.03,30,-0.04,-40,0.25,250,0.15,150,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"31214   32124                  1.720E+00         +3.0E-02 -4.0E-02  2.5E-01           +1.5E-01 -1.0E-01 N(1720)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1218,2128,,,"N(2190) 0,+","n(2190) 0,+",2.18,2180,0.04,40,-0.04,-40,0.4,400,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1218    2128                  2.18E+00          +4.0E-02 -4.0E-02  4.0E-01           +1.0E-01 -1.0E-01 N(2190)           0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1114,2114,2214,2224,"Delta(1232) -,0,+,++","delta(1232) -,0,+,++",1.232,1232,0.002,2,-0.002,-2,0.117,117,0.003,3,-0.003,-3,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1114    2114    2214    2224  1.2320E+00        +2.0E-03 -2.0E-03  1.170E-01         +3.0E-03 -3.0E-03 Delta(1232)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,31114,32114,32214,32224,"Delta(1600) -,0,+,++","delta(1600) -,0,+,++",1.57,1570,0.07,70,-0.07,-70,0.25,250,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"31114   32114   32214   32224  1.57E+00          +7.0E-02 -7.0E-02  2.5E-01           +5.0E-02 -5.0E-02 Delta(1600)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1112,1212,2122,2222,"Delta(1620) -,0,+,++","delta(1620) -,0,+,++",1.61,1610,0.02,20,-0.02,-20,0.13,130,0.02,20,-0.02,-20,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1112    1212    2122    2222  1.610E+00         +2.0E-02 -2.0E-02  1.30E-01          +2.0E-02 -2.0E-02 Delta(1620)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,11114,12114,12214,12224,"Delta(1700) -,0,+,++","delta(1700) -,0,+,++",1.71,1710,0.02,20,-0.02,-20,0.3,300,0.08,80,-0.08,-80,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"11114   12114   12214   12224  1.710E+00         +2.0E-02 -2.0E-02  3.0E-01           +8.0E-02 -8.0E-02 Delta(1700)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,11112,11212,12122,12222,"Delta(1900) -,0,+,++","delta(1900) -,0,+,++",1.86,1860,0.06,60,-0.02,-20,0.25,250,0.07,70,-0.07,-70,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"11112   11212   12122   12222  1.860E+00         +6.0E-02 -2.0E-02  2.5E-01           +7.0E-02 -7.0E-02 Delta(1900)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1116,1216,2126,2226,"Delta(1905) -,0,+,++","delta(1905) -,0,+,++",1.88,1880,0.03,30,-0.025,-25,0.33,330,0.07,70,-0.06,-60,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1116    1216    2126    2226  1.880E+00         +3.0E-02 -2.5E-02  3.3E-01           +7.0E-02 -6.0E-02 Delta(1905)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,21112,21212,22122,22222,"Delta(1910) -,0,+,++","delta(1910) -,0,+,++",1.9,1900,0.05,50,-0.05,-50,0.3,300,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"21112   21212   22122   22222  1.90E+00          +5.0E-02 -5.0E-02  3.0E-01           +1.0E-01 -1.0E-01 Delta(1910)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,21114,22114,22214,22224,"Delta(1920) -,0,+,++","delta(1920) -,0,+,++",1.92,1920,0.05,50,-0.05,-50,0.3,300,0.06,60,-0.06,-60,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"21114   22114   22214   22224  1.92E+00          +5.0E-02 -5.0E-02  3.0E-01           +6.0E-02 -6.0E-02 Delta(1920)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,11116,11216,12126,12226,"Delta(1930) -,0,+,++","delta(1930) -,0,+,++",1.95,1950,0.05,50,-0.05,-50,0.3,300,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"11116   11216   12126   12226  1.95E+00          +5.0E-02 -5.0E-02  3.0E-01           +1.0E-01 -1.0E-01 Delta(1930)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,1118,2118,2218,2228,"Delta(1950) -,0,+,++","delta(1950) -,0,+,++",1.93,1930,0.02,20,-0.015,-15,0.28,280,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"1118    2118    2218    2228  1.930E+00         +2.0E-02 -1.5E-02  2.8E-01           +5.0E-02 -5.0E-02 Delta(1950)  -,0,+,++",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3122,,,,Lambda 0,lambda 0,1.115683,1115.683,6e-06,0.006,-6e-06,-0.006,2.515e-15,2.515e-12,1e-17,1e-14,-1e-17,-1e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3122                          1.115683E+00      +6.0E-06 -6.0E-06  2.515E-15         +1.0E-17 -1.0E-17 Lambda              0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13122,,,,Lambda(1405) 0,lambda(1405) 0,1.4051,1405.1,0.0013,1.3,-0.001,-1,0.0505,50.5,0.002,2,-0.002,-2,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,13122                          1.4051E+00        +1.3E-03 -1.0E-03  5.05E-02          +2.0E-03 -2.0E-03 Lambda(1405)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3124,,,,Lambda(1520) 0,lambda(1520) 0,1.519,1519,0.001,1,-0.001,-1,0.016,16,0.001,1,-0.001,-1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3124                          1.5190E+00        +1.0E-03 -1.0E-03  1.60E-02          +1.0E-03 -1.0E-03 Lambda(1520)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23122,,,,Lambda(1600) 0,lambda(1600) 0,1.6,1600,0.03,30,-0.03,-30,0.2,200,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,23122                          1.600E+00         +3.0E-02 -3.0E-02  2.0E-01           +5.0E-02 -5.0E-02 Lambda(1600)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,33122,,,,Lambda(1670) 0,lambda(1670) 0,1.674,1674,0.004,4,-0.004,-4,0.03,30,0.005,5,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,33122                          1.674E+00         +4.0E-03 -4.0E-03  3.0E-02           +5.0E-03 -5.0E-03 Lambda(1670)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13124,,,,Lambda(1690) 0,lambda(1690) 0,1.69,1690,0.005,5,-0.005,-5,0.07,70,0.01,10,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,13124                          1.690E+00         +5.0E-03 -5.0E-03  7.0E-02           +1.0E-02 -1.0E-02 Lambda(1690)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,43122,,,,Lambda(1800) 0,lambda(1800) 0,1.8,1800,0.05,50,-0.05,-50,0.2,200,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,43122                          1.80E+00          +5.0E-02 -5.0E-02  2.0E-01           +5.0E-02 -5.0E-02 Lambda(1800)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,53122,,,,Lambda(1810) 0,lambda(1810) 0,1.79,1790,0.05,50,-0.05,-50,0.11,110,0.06,60,-0.06,-60,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,53122                          1.79E+00          +5.0E-02 -5.0E-02  1.1E-01           +6.0E-02 -6.0E-02 Lambda(1810)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3126,,,,Lambda(1820) 0,lambda(1820) 0,1.82,1820,0.005,5,-0.005,-5,0.08,80,0.01,10,-0.01,-10,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3126                          1.820E+00         +5.0E-03 -5.0E-03  8.0E-02           +1.0E-02 -1.0E-02 Lambda(1820)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13126,,,,Lambda(1830) 0,lambda(1830) 0,1.825,1825,0.005,5,-0.005,-5,0.09,90,0.03,30,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,13126                          1.825E+00         +5.0E-03 -5.0E-03  9.0E-02           +3.0E-02 -3.0E-02 Lambda(1830)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23124,,,,Lambda(1890) 0,lambda(1890) 0,1.89,1890,0.02,20,-0.02,-20,0.12,120,0.04,40,-0.04,-40,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,23124                          1.890E+00         +2.0E-02 -2.0E-02  1.2E-01           +4.0E-02 -4.0E-02 Lambda(1890)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3128,,,,Lambda(2100) 0,lambda(2100) 0,2.1,2100,0.01,10,-0.01,-10,0.2,200,0.05,50,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3128                          2.100E+00         +1.0E-02 -1.0E-02  2.0E-01           +5.0E-02 -1.0E-01 Lambda(2100)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23126,,,,Lambda(2110) 0,lambda(2110) 0,2.09,2090,0.04,40,-0.04,-40,0.25,250,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,23126                          2.09E+00          +4.0E-02 -4.0E-02  2.5E-01           +5.0E-02 -5.0E-02 Lambda(2110)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3222,,,,Sigma +,sigma +,1.18937,1189.37,7e-05,0.07,-7e-05,-0.07,8.209e-15,8.209e-12,2.7e-17,2.7e-14,-2.7e-17,-2.7e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3222                          1.18937E+00       +7.0E-05 -7.0E-05  8.209E-15         +2.7E-17 -2.7E-17 Sigma               +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3212,,,,Sigma 0,sigma 0,1.192642,1192.642,2.4e-05,0.024,-2.4e-05,-0.024,8.9e-06,0.0089,9e-07,0.0009,-8e-07,-0.0008,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3212                          1.192642E+00      +2.4E-05 -2.4E-05  8.9E-06           +9.0E-07 -8.0E-07 Sigma               0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3112,,,,Sigma -,sigma -,1.197449,1197.449,2.9e-05,0.029,-2.9e-05,-0.029,4.45e-15,4.45e-12,3.2e-17,3.2e-14,-3.2e-17,-3.2e-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3112                          1.197449E+00      +2.9E-05 -2.9E-05  4.450E-15         +3.2E-17 -3.2E-17 Sigma               -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3114,,,,Sigma(1385) -,sigma(1385) -,1.3872,1387.2,0.0005,0.5,-0.0005,-0.5,0.0394,39.4,0.0021,2.1,-0.0021,-2.1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3114                          1.3872E+00        +5.0E-04 -5.0E-04  3.94E-02          +2.1E-03 -2.1E-03 Sigma(1385)         -,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3214,,,,Sigma(1385) 0,sigma(1385) 0,1.3837,1383.7,0.001,1,-0.001,-1,0.036,36,0.005,5,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3214                          1.3837E+00        +1.0E-03 -1.0E-03  3.6E-02           +5.0E-03 -5.0E-03 Sigma(1385)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3224,,,,Sigma(1385) +,sigma(1385) +,1.38283,1382.83,0.00034,0.34,-0.00034,-0.34,0.0362,36.2,0.0007,0.7,-0.0007,-0.7,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,3224                          1.38283E+00       +3.4E-04 -3.4E-04  3.62E-02          +7.0E-04 -7.0E-04 Sigma(1385)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13112,13212,13222,,"Sigma(1660) -,0,+","sigma(1660) -,0,+",1.66,1660,0.02,20,-0.02,-20,0.2,200,0.1,100,-0.1,-100,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13112   13212   13222          1.660E+00         +2.0E-02 -2.0E-02  2.0E-01           +1.0E-01 -1.0E-01 Sigma(1660)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,13114,13214,13224,,"Sigma(1670) -,0,+","sigma(1670) -,0,+",1.675,1675,0.01,10,-0.01,-10,0.07,70,0.03,30,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"13114   13214   13224          1.675E+00         +1.0E-02 -1.0E-02  7.0E-02           +3.0E-02 -3.0E-02 Sigma(1670)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23112,23212,23222,,"Sigma(1750) -,0,+","sigma(1750) -,0,+",1.75,1750,0.05,50,-0.05,-50,0.15,150,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"23112   23212   23222          1.75E+00          +5.0E-02 -5.0E-02  1.5E-01           +5.0E-02 -5.0E-02 Sigma(1750)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,3116,3216,3226,,"Sigma(1775) -,0,+","sigma(1775) -,0,+",1.775,1775,0.005,5,-0.005,-5,0.12,120,0.015,15,-0.015,-15,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"3116    3216    3226          1.775E+00         +5.0E-03 -5.0E-03  1.20E-01          +1.5E-02 -1.5E-02 Sigma(1775)     -,0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,23114,23214,23224,,"Sigma(1910) -,0,+","sigma(1910) -,0,+",1.91,1910,0.04,40,-0.04,-40,0.22,220,0.08,80,-0.07,-70,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"23114   23214   23224          1.91E+00          +4.0E-02 -4.0E-02  2.2E-01           +8.0E-02 -7.0E-02 Sigma(1910)     -,0,+",2026-06-01T21:38:11+00:00
